"atomic_clause_id","global_ordinal","parent_source_unit_id","parent_atomic_ordinal","article","section","materialization_type","source_candidate_ids","source_candidate_decision","source_child_ordinal","source_child_count","source_text","source_text_sha256","source_text_mutated","atomicity_status","constitutional_role","mechanism_mapping","predicate_mapping","orynth_mapping"
"US-CONST-ATOM-000189","189","US-CONST-ART04-SEC01-CL000","3","4","1","SPLIT-CHILD","US-CONST-ART04-SEC01-CL000-AT002","FURTHER-SPLIT","2","2","and the Effect thereof.","CCB659040413A6573B397FE44AEEB35A12C6F8340244BD5D35A0652819BCD9E2","NO","FINAL-ATOMIC","UNASSESSED","NO","NO","NO"
"US-CONST-ATOM-000190","190","US-CONST-ART04-SEC02-CL000","1","4","2","SPLIT-CHILD","US-CONST-ART04-SEC02-CL000-AT001","FURTHER-SPLIT","1","2","The Citizens of each State shall be entitled to all Privileges
and Immunities of Citizens in the several States
","8C5E74DF411945A38B352CE96E048A7720B1C7C261ED96460E3C48698C1523F8","NO","FINAL-ATOMIC","UNASSESSED","NO","NO","NO"
"US-CONST-ATOM-000191","191","US-CONST-ART04-SEC02-CL000","2","4","2","SPLIT-CHILD","US-CONST-ART04-SEC02-CL000-AT001","FURTHER-SPLIT","2","2","A Person charged in any State with Treason, Felony, or
other Crime, who shall flee from Justice, and be found in
another State, shall on Demand of the executive Author-
ity of the State from which he fled, be delivered up, to be
removed to the State having Jurisdiction of the Crime.","B76A643FC2E21D1AA5A1B12921669D521A2FD2A54810FA9E63E4DF3E91DAB417","NO","FINAL-ATOMIC","UNASSESSED","NO","NO","NO"
"US-CONST-ATOM-000192","192","US-CONST-ART04-SEC02-CL000","3","4","2","SPLIT-CHILD","US-CONST-ART04-SEC02-CL000-AT002","FURTHER-SPLIT","1","2","
No Person held to Service or Labour in one State, under
the Laws thereof, escaping into another, shall, in Conse-
quence of any Law or Regulation therein, be discharged
from such Service or Labour, ","D1329F1CE7018967BCC9B832E842284211DD46A834DE495A927CD489D1BCD0C6","NO","FINAL-ATOMIC","UNASSESSED","NO","NO","NO"
"US-CONST-ATOM-000193","193","US-CONST-ART04-SEC02-CL000","4","4","2","SPLIT-CHILD","US-CONST-ART04-SEC02-CL000-AT002","FURTHER-SPLIT","2","2","but shall be delivered up on
Claim of the Party to whom such Service or Labour may be
due.]*","6780B910920AAE4064129E6B4E2C78157B3592A0044E7BEEBA82971FA9BE540E","NO","FINAL-ATOMIC","UNASSESSED","NO","NO","NO"
"US-CONST-ATOM-000194","194","US-CONST-ART04-SEC03-CL000","1","4","3","RETAIN","US-CONST-ART04-SEC03-CL000-AT001","RETAIN","1","1","New States may be admitted by the Congress into this
Union;","89B794119D38E8FCB7C36FC9A89E3F35829BB2B9FCDDA81C60ACD549CFDB70E0","NO","FINAL-ATOMIC","UNASSESSED","NO","NO","NO"
"US-CONST-ATOM-000195","195","US-CONST-ART04-SEC03-CL000","2","4","3","RETAIN","US-CONST-ART04-SEC03-CL000-AT002","RETAIN","1","1"," but no new State shall be formed or erected within
the Jurisdiction of any other State;","83BD3B450E746A51BD244BE9D3EACF1C0D37799F971FB8F603AE80504E4BB280","NO","FINAL-ATOMIC","UNASSESSED","NO","NO","NO"
"US-CONST-ATOM-000196","196","US-CONST-ART04-SEC03-CL000","3","4","3","RETAIN","US-CONST-ART04-SEC03-CL000-AT003","RETAIN","1","1"," nor any State be formed
by the Junction of two or more States, or Parts of States,
without the Consent of the Legislatures of the States con-
cerned as well as of the Congress.","501DD26A44D5ABC885BD6B7959567321845133F8EA6ECA4F8F7426DA630765B0","NO","FINAL-ATOMIC","UNASSESSED","NO","NO","NO"
"US-CONST-ATOM-000197","197","US-CONST-ART04-SEC03-CL000","4","4","3","SPLIT-CHILD","US-CONST-ART04-SEC03-CL000-AT004","FURTHER-SPLIT","1","2","
The Congress shall have Power to dispose of ","D8B6BF5A46821EFA139B8FAE1A98684DD9D9EDC774C43DE7A9F6F42A0933F95A","NO","FINAL-ATOMIC","UNASSESSED","NO","NO","NO"
"US-CONST-ATOM-000198","198","US-CONST-ART04-SEC03-CL000","5","4","3","SPLIT-CHILD","US-CONST-ART04-SEC03-CL000-AT004","FURTHER-SPLIT","2","2","and make all
needful Rules and Regulations respecting the Territory or
other Property belonging to the United States;","72B34AA0BCE2442ED4EC8DDB53AC00189CBBDB79640328D490553D39D841B6B1","NO","FINAL-ATOMIC","UNASSESSED","NO","NO","NO"
"US-CONST-ATOM-000199","199","US-CONST-ART04-SEC03-CL000","6","4","3","RETAIN","US-CONST-ART04-SEC03-CL000-AT005","RETAIN","1","1"," and nothing
in this Constitution shall be so construed as to Prejudice
any Claims of the United States, or of any particular State.","C8B4ED361FA829DB3A5EB0F691A631427A7CF5008111ACE80FEE47D24DEAB2DF","NO","FINAL-ATOMIC","UNASSESSED","NO","NO","NO"
"US-CONST-ATOM-000200","200","US-CONST-ART04-SEC04-CL000","1","4","4","SPLIT-CHILD","US-CONST-ART04-SEC04-CL000-AT001","FURTHER-SPLIT","1","2","The United States shall guarantee to every State in this
Union a Republican Form of Government, ","74D68298DB1752E3803E6A7D71A9AABEB49C38F2C7DEFB6B4BA90922188908D8","NO","FINAL-ATOMIC","UNASSESSED","NO","NO","NO"
"US-CONST-ATOM-000201","201","US-CONST-ART04-SEC04-CL000","2","4","4","SPLIT-CHILD","US-CONST-ART04-SEC04-CL000-AT001","FURTHER-SPLIT","2","2","and shall
protect each of them against Invasion;","B9D967A29B20C3E05AE24FF7D4031B98B88E3FD3C70DCCDDB9919AA3ECF75093","NO","FINAL-ATOMIC","UNASSESSED","NO","NO","NO"
"US-CONST-ATOM-000202","202","US-CONST-ART04-SEC04-CL000","3","4","4","RETAIN","US-CONST-ART04-SEC04-CL000-AT002","RETAIN","1","1"," and on Application
of the Legislature, or of the Executive (when the Legislature
cannot be convened) against domestic Violence.","568F9F6399D6F599E9475F3B441A1F29B4605758383936E960635CDEDE9A35AD","NO","FINAL-ATOMIC","UNASSESSED","NO","NO","NO"
"US-CONST-ATOM-000203","203","US-CONST-ART05-SEC00-CL000","1","5","0","SPLIT-CHILD","US-CONST-ART05-SEC00-CL000-AT001","FURTHER-SPLIT","1","4","The Congress, whenever two thirds of both Houses shall
deem it necessary, shall propose Amendments to this Con-
stitution, ","DBC1F44FF3E9498CADC341B2407515C42245AB70A7ABB8930A4D120A72A328DD","NO","FINAL-ATOMIC","UNASSESSED","NO","NO","NO"
"US-CONST-ATOM-000204","204","US-CONST-ART05-SEC00-CL000","2","5","0","SPLIT-CHILD","US-CONST-ART05-SEC00-CL000-AT001","FURTHER-SPLIT","2","4","or, on the Application of the Legislatures of two
thirds of the several States, shall call a Convention for pro-
posing Amendments, ","74F5F4B600E3894DBFA0CEB1E9D095A8B7210BE37C5E5D71C0308B14C3BC1E12","NO","FINAL-ATOMIC","UNASSESSED","NO","NO","NO"
"US-CONST-ATOM-000205","205","US-CONST-ART05-SEC00-CL000","3","5","0","SPLIT-CHILD","US-CONST-ART05-SEC00-CL000-AT001","FURTHER-SPLIT","3","4","which in either Case, shall be valid to
all Intents and Purposes, as Part of this Constitution, when
ratified by the Legislatures of three-fourths of the several
States, or by Conventions in three fourths thereof, ","E23BC75F2CD05BC43F4707969B3441A67D8C115B38F4072DD0C8014AC337DD8E","NO","FINAL-ATOMIC","UNASSESSED","NO","NO","NO"
"US-CONST-ATOM-000206","206","US-CONST-ART05-SEC00-CL000","4","5","0","SPLIT-CHILD","US-CONST-ART05-SEC00-CL000-AT001","FURTHER-SPLIT","4","4","as the
one or the other Mode of Ratification may be proposed by
the Congress;","A55D4CD29FB5A83FAECA4E2ECDBE18D71A60ED5C18EDF99FBF365E183F7C51D7","NO","FINAL-ATOMIC","UNASSESSED","NO","NO","NO"
"US-CONST-ATOM-000207","207","US-CONST-ART05-SEC00-CL000","5","5","0","RETAIN","US-CONST-ART05-SEC00-CL000-AT002","RETAIN","1","1"," Provided that no Amendment which may be
made prior to the Year One thousand eight hundred and
eight shall in any Manner affect the first and fourth Clauses
in the Ninth Section of the first Article;","8BA11C64F105F0B7D22A6A7ECB38F968026866D56951D5B76D8CD456C30BD0FB","NO","FINAL-ATOMIC","UNASSESSED","NO","NO","NO"
"US-CONST-ATOM-000208","208","US-CONST-ART05-SEC00-CL000","6","5","0","RETAIN","US-CONST-ART05-SEC00-CL000-AT003","RETAIN","1","1"," and that no State,
without its Consent, shall be deprived of its equal Suffrage
in the Senate","31CADB5011FDC42A0308F39181D2BD96357255D0C57A352B280389003A3E6FA7","NO","FINAL-ATOMIC","UNASSESSED","NO","NO","NO"
"US-CONST-ATOM-000209","209","US-CONST-ART06-SEC00-CL000","1","6","0","SPLIT-CHILD","US-CONST-ART06-SEC00-CL000-AT001","FURTHER-SPLIT","1","2","All Debts contracted and Engagements entered into, before
the Adoption of this Constitution, shall be as valid against
the United States under this Constitution, as under the
Confederation
","8D7F05754D7371EAD74C5F0FF87E354BDEE0B3380218CF44159089B92A91E36F","NO","FINAL-ATOMIC","UNASSESSED","NO","NO","NO"
"US-CONST-ATOM-000210","210","US-CONST-ART06-SEC00-CL000","2","6","0","SPLIT-CHILD","US-CONST-ART06-SEC00-CL000-AT001","FURTHER-SPLIT","2","2","This Constitution, and the Laws of the United States
which shall be made in Pursuance thereof;","FAB2E510301338A5B613C1D48A38D79C8BA584403808A057480FDE702E316173","NO","FINAL-ATOMIC","UNASSESSED","NO","NO","NO"
"US-CONST-ATOM-000211","211","US-CONST-ART06-SEC00-CL000","3","6","0","RETAIN","US-CONST-ART06-SEC00-CL000-AT002","RETAIN","1","1"," and all Treaties
made, or which shall be made, under the Authority of the
United States, shall be the supreme Law of the Land;","4456479130DB3AD2F81A9143EAFBC27BF2B48BE59F6297BEA915A5EB43B0C437","NO","FINAL-ATOMIC","UNASSESSED","NO","NO","NO"
"US-CONST-ATOM-000212","212","US-CONST-ART06-SEC00-CL000","4","6","0","RETAIN","US-CONST-ART06-SEC00-CL000-AT003","RETAIN","1","1"," and
the Judges in every State shall be bound thereby, any Thing
in the Constitution or Laws of any State to the Contrary
notwithstanding.","96C03E5102823BEDE44DBD3484255D5C52C82618FF12E58A2A8C3CD83960BD94","NO","FINAL-ATOMIC","UNASSESSED","NO","NO","NO"
"US-CONST-ATOM-000213","213","US-CONST-ART06-SEC00-CL000","5","6","0","RETAIN","US-CONST-ART06-SEC00-CL000-AT004","RETAIN","1","1","
The Senators and Representatives before mentioned, and
the Members of the several State Legislatures, and all execu-
tive and judicial Officers, both of the United States and of
the several States, shall be bound by Oath or Affirmation,
to support this Constitution;","DFE832EFC2EAB23B67C1AD18F644A22A416D6B865E7CE190307CAEB443C7FD11","NO","FINAL-ATOMIC","UNASSESSED","NO","NO","NO"
"US-CONST-ATOM-000214","214","US-CONST-ART06-SEC00-CL000","6","6","0","RETAIN","US-CONST-ART06-SEC00-CL000-AT005","RETAIN","1","1"," but no religious Test shall ever
be required as a Qualification to any Office or public Trust
under the United States","5A098E67498A50A8416802FEA5DD47097391ED03C9001156C496009C0C8531E8","NO","FINAL-ATOMIC","UNASSESSED","NO","NO","NO"
"US-CONST-ATOM-000215","215","US-CONST-ART07-SEC00-CL000","1","7","0","RETAIN","US-CONST-ART07-SEC00-CL000-AT001","RETAIN","1","1","The Ratification of the Conventions of nine States, shall
be sufficient for the Establishment of this Constitution
between the States so ratifying the Same.","769B90CB26A1EF1F7FD92501CF16E9434B352F5B8ABC086B2D029870CC577CC6","NO","FINAL-ATOMIC","UNASSESSED","NO","NO","NO"
