"atomic_clause_id","global_ordinal","parent_source_unit_id","parent_atomic_ordinal","article","section","materialization_type","source_candidate_ids","source_candidate_decision","source_child_ordinal","source_child_count","source_text","source_text_sha256","source_text_mutated","atomicity_status","constitutional_role","mechanism_mapping","predicate_mapping","orynth_mapping"
"US-CONST-ATOM-000001","1","US-CONST-ART01-SEC01-CL000","1","1","1","SPLIT-CHILD","US-CONST-ART01-SEC01-CL000-AT001","FURTHER-SPLIT","1","2","All legislative Powers herein granted shall be vested in a
Congress of the United States, ","162C7D727B1143316F9E0A907B3F2C08992C65939955C7463D4BFEF681496ADB","NO","FINAL-ATOMIC","UNASSESSED","NO","NO","NO"
"US-CONST-ATOM-000002","2","US-CONST-ART01-SEC01-CL000","2","1","1","SPLIT-CHILD","US-CONST-ART01-SEC01-CL000-AT001","FURTHER-SPLIT","2","2","which shall consist of a Sen-
ate and House of Representatives.","91CB42B27EC3259FF966F676BD1D29EBFA246CBFC67A3251E531D1B9A7726563","NO","FINAL-ATOMIC","UNASSESSED","NO","NO","NO"
"US-CONST-ATOM-000003","3","US-CONST-ART01-SEC02-CL000","1","1","2","SPLIT-CHILD","US-CONST-ART01-SEC02-CL000-AT001","FURTHER-SPLIT","1","2","The House of Representatives shall be composed of Mem-
bers chosen every second Year by the People of the several
States, ","E0FD29536264AFF88664343387DD5F1E62CA8E023AE181A3878E68795761ABC6","NO","FINAL-ATOMIC","UNASSESSED","NO","NO","NO"
"US-CONST-ATOM-000004","4","US-CONST-ART01-SEC02-CL000","2","1","2","SPLIT-CHILD","US-CONST-ART01-SEC02-CL000-AT001","FURTHER-SPLIT","2","2","and the Electors in each State shall have the Qualifi-
cations requisite for Electors of the most numerous Branch
of the State Legislature.","964B3432564743C1DB30E36F8D431A9D91D9F78137B5FEB74E2394351758C3AD","NO","FINAL-ATOMIC","UNASSESSED","NO","NO","NO"
"US-CONST-ATOM-000005","5","US-CONST-ART01-SEC02-CL000","3","1","2","RETAIN","US-CONST-ART01-SEC02-CL000-AT002","RETAIN","1","1","
No Person shall be a Representative who shall not have
attained to the Age of twenty five Years, and been seven
Years a Citizen of the United States, and who shall not,
when elected, be an Inhabitant of that State in which he
shall be chosen.","7076C30D55C866E40FA774ACC215522F806FB548D1E7293EB4F0476B8000BE13","NO","FINAL-ATOMIC","UNASSESSED","NO","NO","NO"
"US-CONST-ATOM-000006","6","US-CONST-ART01-SEC02-CL000","4","1","2","SPLIT-CHILD","US-CONST-ART01-SEC02-CL000-AT003","FURTHER-SPLIT","1","2","
[Representatives and direct Taxes shall be apportioned
among the several States which may be included within
this Union, according to their respective Numbers, which
shall be determined by adding to the whole Number of
free Persons, including those bound to Service for a Term
of Years, and excluding Indians not taxed, three fifths of
all other Persons.]* ","446F6DB2F58E22B8958AA5A5C4E97FB0DC70025EC2D22BAF2BEAD548AEDE5AD2","NO","FINAL-ATOMIC","UNASSESSED","NO","NO","NO"
"US-CONST-ATOM-000007","7","US-CONST-ART01-SEC02-CL000","5","1","2","SPLIT-CHILD","US-CONST-ART01-SEC02-CL000-AT003","FURTHER-SPLIT","2","2","The actual Enumeration shall be made
within three Years after the first Meeting of the Congress
of the United States, and within every subsequent Term of
ten Years, in such Manner as they shall by Law direct.","682A631C19845CF015861F7E25EE9C9C740085F77B2AFDD4CD403F72A6CC5C3B","NO","FINAL-ATOMIC","UNASSESSED","NO","NO","NO"
"US-CONST-ATOM-000008","8","US-CONST-ART01-SEC02-CL000","6","1","2","SPLIT-CHILD","US-CONST-ART01-SEC02-CL000-AT004","FURTHER-SPLIT","1","2"," The
Number of Representatives shall not exceed one for every
thirty Thousand, ","73657780549899E7F83E49F386BB86BBAFD90245BC84E35DDDDEF188A8A7FC49","NO","FINAL-ATOMIC","UNASSESSED","NO","NO","NO"
"US-CONST-ATOM-000009","9","US-CONST-ART01-SEC02-CL000","7","1","2","SPLIT-CHILD","US-CONST-ART01-SEC02-CL000-AT004","FURTHER-SPLIT","2","2","but each State shall have at Least one
Representative;","F3AF87982C95968596B5A44F0F9677BA4B7996EF7684487C0EF81B77BAFA7081","NO","FINAL-ATOMIC","UNASSESSED","NO","NO","NO"
"US-CONST-ATOM-000010","10","US-CONST-ART01-SEC02-CL000","8","1","2","RETAIN","US-CONST-ART01-SEC02-CL000-AT005","RETAIN","1","1"," and until such enumeration shall be made,
the State of New Hampshire shall be entitled to chuse
three, Massachusetts eight, Rhode-Island and Providence
Plantations one, Connecticut five, New-York six, New
Jersey four, Pennsylvania eight, Delaware one, Maryland
six, Virginia ten, North Carolina five, South Carolina five,
and Georgia three.","258A05D77F8B8BBC22BB94961704F51902162DACAF7CBF1307AC18C1A11A5AB1","NO","FINAL-ATOMIC","UNASSESSED","NO","NO","NO"
"US-CONST-ATOM-000011","11","US-CONST-ART01-SEC02-CL000","9","1","2","RETAIN","US-CONST-ART01-SEC02-CL000-AT006","RETAIN","1","1","
When vacancies happen in the Representation from any
State, the Executive Authority thereof shall issue Writs of
Election to fill such Vacancies.","FB0E83DAA5F9397EAFFCE2EAEE9857EDE86147EF88EAA39A6E2E3DC591AFFFFB","NO","FINAL-ATOMIC","UNASSESSED","NO","NO","NO"
"US-CONST-ATOM-000012","12","US-CONST-ART01-SEC02-CL000","10","1","2","RETAIN","US-CONST-ART01-SEC02-CL000-AT007","RETAIN","1","1","
The House of Representatives shall chuse their
Speaker and other Officers;","B16BEEAE8E4CCCE15C139927C1B575D2A22A8F91260FC20252D35C8BA2ED0318","NO","FINAL-ATOMIC","UNASSESSED","NO","NO","NO"
"US-CONST-ATOM-000013","13","US-CONST-ART01-SEC02-CL000","11","1","2","RETAIN","US-CONST-ART01-SEC02-CL000-AT008","RETAIN","1","1"," and shall have the sole
Power of Impeachment.","5A8D1B94924A3B9690CC0EA0AD2F4038699BA534304B785938755C90B483C686","NO","FINAL-ATOMIC","UNASSESSED","NO","NO","NO"
"US-CONST-ATOM-000014","14","US-CONST-ART01-SEC03-CL000","1","1","3","RETAIN","US-CONST-ART01-SEC03-CL000-AT001","RETAIN","1","1","The Senate of the United States shall be composed of two
Senators from each State, [chosen by the Legislature there-
of,]* for six Years;","5BA06FAE09654B5AE2818CB5EED0E5DD50125862294B707A26E62F1E48790BBF","NO","FINAL-ATOMIC","UNASSESSED","NO","NO","NO"
"US-CONST-ATOM-000015","15","US-CONST-ART01-SEC03-CL000","2","1","3","RETAIN","US-CONST-ART01-SEC03-CL000-AT002","RETAIN","1","1"," and each Senator shall have one Vote.","D0C2C24B36FDBDACBF879C4A15C4B224168C4D69E9F4424CE7A2B5DFC545F421","NO","FINAL-ATOMIC","UNASSESSED","NO","NO","NO"
"US-CONST-ATOM-000016","16","US-CONST-ART01-SEC03-CL000","3","1","3","RETAIN","US-CONST-ART01-SEC03-CL000-AT003","RETAIN","1","1","
Immediately after they shall be assembled in Consequence
of the first Election, they shall be divided as equally as may
be into three Classes.","5D3E2739E1CA3642B12CE1B622C8DFD0132E992EC39256661DF090C2E20556CB","NO","FINAL-ATOMIC","UNASSESSED","NO","NO","NO"
"US-CONST-ATOM-000017","17","US-CONST-ART01-SEC03-CL000","4","1","3","RETAIN","US-CONST-ART01-SEC03-CL000-AT004","RETAIN","1","1"," The Seats of the Senators of the first
Class shall be vacated at the Expiration of the second Year,
of the second Class at the Expiration of the fourth Year, and
of the third Class at the Expiration of the sixth Year, so that
one third may be chosen every second Year;","D3E230D21A4E79621031D9A06A27147B15E53CDE8AA3D3E76C2E17713DF4373B","NO","FINAL-ATOMIC","UNASSESSED","NO","NO","NO"
"US-CONST-ATOM-000018","18","US-CONST-ART01-SEC03-CL000","5","1","3","SPLIT-CHILD","US-CONST-ART01-SEC03-CL000-AT005","FURTHER-SPLIT","1","3"," [and if Vacan-
cies happen by Resignation, or otherwise, during the Recess
of the Legislature of any State, the Executive thereof may
make temporary Appointments until the next Meeting of
the Legislature, which shall then fill such Vacancies.]*

","7EC2BD3EB63276B682D592FD0321D0F2BD40BF191063D0206A50824F8C0E937D","NO","FINAL-ATOMIC","UNASSESSED","NO","NO","NO"
"US-CONST-ATOM-000019","19","US-CONST-ART01-SEC03-CL000","6","1","3","SPLIT-CHILD","US-CONST-ART01-SEC03-CL000-AT005","FURTHER-SPLIT","2","3","No Person shall be a Senator who shall not have attained
to the Age of thirty Years, and been nine Years a Citizen of
the United States, and who shall not, when elected, be an
Inhabitant of that State for which he shall be chosen
","3E59DA59630EFA1BDD24668B118F1C27952A07283EB5F82786DFEDBE33C4E31F","NO","FINAL-ATOMIC","UNASSESSED","NO","NO","NO"
"US-CONST-ATOM-000020","20","US-CONST-ART01-SEC03-CL000","7","1","3","SPLIT-CHILD","US-CONST-ART01-SEC03-CL000-AT005","FURTHER-SPLIT","3","3","The Vice President of the United States shall be
President of the Senate, but shall have no Vote, unless
they be equally divided.","59508EAF9E5A7F8F5E6E8374DE4E0E0A32052B6386852E062922F9E4F6D87D4A","NO","FINAL-ATOMIC","UNASSESSED","NO","NO","NO"
"US-CONST-ATOM-000021","21","US-CONST-ART01-SEC03-CL000","8","1","3","SPLIT-CHILD","US-CONST-ART01-SEC03-CL000-AT006","FURTHER-SPLIT","1","2","
The Senate shall chuse their other Officers, and also a
President pro tempore, in the Absence of the Vice
President, or when he shall exercise the Office of
President of the United States
","9A5614DDB885EB2E2F5CC3980F24EAE3FD2CF9866B228FA0C879DC2AA33C4D33","NO","FINAL-ATOMIC","UNASSESSED","NO","NO","NO"
"US-CONST-ATOM-000022","22","US-CONST-ART01-SEC03-CL000","9","1","3","SPLIT-CHILD","US-CONST-ART01-SEC03-CL000-AT006","FURTHER-SPLIT","2","2","The Senate shall have the sole Power to try all Impeach-
ments.","1B7863B1C0EF7BDE595A3647492E7B37EEAA5A42A5E9AC177EDCA48E2CB19CF7","NO","FINAL-ATOMIC","UNASSESSED","NO","NO","NO"
"US-CONST-ATOM-000023","23","US-CONST-ART01-SEC03-CL000","10","1","3","RETAIN","US-CONST-ART01-SEC03-CL000-AT007","RETAIN","1","1"," When sitting for that Purpose, they shall be on
Oath or Affirmation.","9A820F6046FD1A3203CD91D6198FB33A45639CA9B06C320B43EE9595FF4B61A4","NO","FINAL-ATOMIC","UNASSESSED","NO","NO","NO"
"US-CONST-ATOM-000024","24","US-CONST-ART01-SEC03-CL000","11","1","3","SPLIT-CHILD","US-CONST-ART01-SEC03-CL000-AT008","FURTHER-SPLIT","1","2"," When the President of the United
States is tried, the Chief Justice shall preside: ","8E4C922A5587A15F5D4F89CCAA349CB6C84DECABD9BCD058E529A71E053A2B36","NO","FINAL-ATOMIC","UNASSESSED","NO","NO","NO"
"US-CONST-ATOM-000025","25","US-CONST-ART01-SEC03-CL000","12","1","3","SPLIT-CHILD","US-CONST-ART01-SEC03-CL000-AT008","FURTHER-SPLIT","2","2","And no
Person shall be convicted without the Concurrence of two
thirds of the Members present.","73C24D309D339E3686D22FE99112E6064BC4A0EE1D86014D7FC692D6AC78751E","NO","FINAL-ATOMIC","UNASSESSED","NO","NO","NO"
"US-CONST-ATOM-000026","26","US-CONST-ART01-SEC03-CL000","13","1","3","SPLIT-CHILD","US-CONST-ART01-SEC03-CL000-AT009","FURTHER-SPLIT","1","2","
Judgment in Cases of Imp eachment shall not extend
further than to removal from Office, and disqualification to
hold and enjoy any Office of honor, Trust or Profit under
the United States: ","18D9DB60CD671AA4DC28CB0F52E9297BA08CD68C3632E428E36BBA3289671AB7","NO","FINAL-ATOMIC","UNASSESSED","NO","NO","NO"
"US-CONST-ATOM-000027","27","US-CONST-ART01-SEC03-CL000","14","1","3","SPLIT-CHILD","US-CONST-ART01-SEC03-CL000-AT009","FURTHER-SPLIT","2","2","but the Party convicted shall nevertheless
be liable and subject to Indictment, Trial, Judgment and
Punishment, according to Law.","CF3880C54B71A9F634B959B4991717B6DD883CF6A68E1C5A4289677C8B896589","NO","FINAL-ATOMIC","UNASSESSED","NO","NO","NO"
"US-CONST-ATOM-000028","28","US-CONST-ART01-SEC04-CL000","1","1","4","RETAIN","US-CONST-ART01-SEC04-CL000-AT001","RETAIN","1","1","The Times, Places and Manner of holding Elections for
Senators and Representatives, shall be prescribed in each
State by the Legislature thereof;","EACA99E3705B21115C51043374C308829671EF675866E2939465F6349F887E10","NO","FINAL-ATOMIC","UNASSESSED","NO","NO","NO"
"US-CONST-ATOM-000029","29","US-CONST-ART01-SEC04-CL000","2","1","4","RETAIN","US-CONST-ART01-SEC04-CL000-AT002","RETAIN","1","1"," but the Congress may at
any time by Law make or alter such Regulations, except as
to the Places of chusing Senators.","280AF3B590BF622037B71F62E508AB6BC4DE39D1433AD17483CE149BCFFB82B5","NO","FINAL-ATOMIC","UNASSESSED","NO","NO","NO"
"US-CONST-ATOM-000030","30","US-CONST-ART01-SEC04-CL000","3","1","4","RETAIN","US-CONST-ART01-SEC04-CL000-AT003","RETAIN","1","1","
The Congress shall assemble at least once in every Year, and
such Meeting shall be [on the first Monday in December,]*
unless they shall by Law appoint a different Day.","E2B345016702D78FC1555FE95E07F2A841E15ADB4A8BAF4A14023DA8BEB9468C","NO","FINAL-ATOMIC","UNASSESSED","NO","NO","NO"
"US-CONST-ATOM-000031","31","US-CONST-ART01-SEC05-CL000","1","1","5","SPLIT-CHILD","US-CONST-ART01-SEC05-CL000-AT001","FURTHER-SPLIT","1","2","Each House shall be the Judge of the Elections, Returns
and Qualifications of its own Members, ","EE09D174B474B8FEF9EA5AF2321324D4BE53FCB76BCCF22DF77C7098B07D79A4","NO","FINAL-ATOMIC","UNASSESSED","NO","NO","NO"
"US-CONST-ATOM-000032","32","US-CONST-ART01-SEC05-CL000","2","1","5","SPLIT-CHILD","US-CONST-ART01-SEC05-CL000-AT001","FURTHER-SPLIT","2","2","and a Majority
of each shall constitute a Quorum to do Business;","74730E929CB613A69291DB85270CBF175BC8D1FAE7D3D1E97A2E5524A74A34E3","NO","FINAL-ATOMIC","UNASSESSED","NO","NO","NO"
"US-CONST-ATOM-000033","33","US-CONST-ART01-SEC05-CL000","3","1","5","SPLIT-CHILD","US-CONST-ART01-SEC05-CL000-AT002","FURTHER-SPLIT","1","2"," but a
smaller Number may adjourn from day to day, ","9A8F16EBD2CFCEEB567078807353B0DC6C032255CE61616B67937ABB9AE136A7","NO","FINAL-ATOMIC","UNASSESSED","NO","NO","NO"
"US-CONST-ATOM-000034","34","US-CONST-ART01-SEC05-CL000","4","1","5","SPLIT-CHILD","US-CONST-ART01-SEC05-CL000-AT002","FURTHER-SPLIT","2","2","and may be
authorized to compel the Attendance of absent Members,
in such Manner, and under such Penalties as each House
may provide.","A81C076C591D3D66975490412209EF582A63627795339687285CEEAEC7F3A948","NO","FINAL-ATOMIC","UNASSESSED","NO","NO","NO"
"US-CONST-ATOM-000035","35","US-CONST-ART01-SEC05-CL000","5","1","5","SPLIT-CHILD","US-CONST-ART01-SEC05-CL000-AT003","FURTHER-SPLIT","1","3","
Each House may determine the Rules of its Proceedings,
","5AFB01149D327CBF8F86A9EBA4021BC6282F929277F21037DEFC62EA13F5090B","NO","FINAL-ATOMIC","UNASSESSED","NO","NO","NO"
"US-CONST-ATOM-000036","36","US-CONST-ART01-SEC05-CL000","6","1","5","SPLIT-CHILD","US-CONST-ART01-SEC05-CL000-AT003","FURTHER-SPLIT","2","3","punish its Members for disorderly Behaviour, ","9413E5CA988D3DBEB633C142668DBCD12CB2231A98AC61012DAB18160E465BA3","NO","FINAL-ATOMIC","UNASSESSED","NO","NO","NO"
"US-CONST-ATOM-000037","37","US-CONST-ART01-SEC05-CL000","7","1","5","SPLIT-CHILD","US-CONST-ART01-SEC05-CL000-AT003","FURTHER-SPLIT","3","3","and, with the
Concurrence of two thirds, expel a Member.","C9E644E1C6EEC18671D2F2341E271AE33076050F2E4A5A1AA7979357B10719B8","NO","FINAL-ATOMIC","UNASSESSED","NO","NO","NO"
"US-CONST-ATOM-000038","38","US-CONST-ART01-SEC05-CL000","8","1","5","SPLIT-CHILD","US-CONST-ART01-SEC05-CL000-AT004","FURTHER-SPLIT","1","2","
Each House shall keep a Journal of its Proceedings, ","C614524A1DB4B3F0720C50F90DF514CDEC111789254F6B173222743964839464","NO","FINAL-ATOMIC","UNASSESSED","NO","NO","NO"
"US-CONST-ATOM-000039","39","US-CONST-ART01-SEC05-CL000","9","1","5","SPLIT-CHILD","US-CONST-ART01-SEC05-CL000-AT004","FURTHER-SPLIT","2","2","and
from time to time publish the same, excepting such Parts
as may in their Judgment require Secrecy;","7EB5C71328EA13504B532B479EC998A82E4B23C16A3A5A9035EC161D5CED7358","NO","FINAL-ATOMIC","UNASSESSED","NO","NO","NO"
"US-CONST-ATOM-000040","40","US-CONST-ART01-SEC05-CL000","10","1","5","RETAIN","US-CONST-ART01-SEC05-CL000-AT005","RETAIN","1","1"," and the Yeas
and Nays of the Members of either House on any question
shall, at the Desire of one fifth of those Present, be entered
on the Journal.","EC873CB56C205E97D2844FF42C63456AD54904258FE689297DB786EA0608CFC1","NO","FINAL-ATOMIC","UNASSESSED","NO","NO","NO"
"US-CONST-ATOM-000041","41","US-CONST-ART01-SEC05-CL000","11","1","5","RETAIN","US-CONST-ART01-SEC05-CL000-AT006","RETAIN","1","1","
Neither House, during the Session of Congress, shall, with-
out the Consent of the other, adjourn for more than three
days, nor to any other Place than that in which the two
Houses shall be sitting.","8D1D5FCE21E115E790A267338F49AB80C33BE2070FDA1E50D48CEAC1731E1897","NO","FINAL-ATOMIC","UNASSESSED","NO","NO","NO"
"US-CONST-ATOM-000042","42","US-CONST-ART01-SEC06-CL000","1","1","6","RETAIN","US-CONST-ART01-SEC06-CL000-AT001","RETAIN","1","1","The Senators and Representatives shall receive a Compen-
sation for their Services, to be ascertained by Law, and paid
out of the Treasury of the United States.","30906B9C1852A14256F270851F23D01659DE2A2FEF5CD56F731557C5E198775B","NO","FINAL-ATOMIC","UNASSESSED","NO","NO","NO"
"US-CONST-ATOM-000043","43","US-CONST-ART01-SEC06-CL000","2","1","6","RETAIN","US-CONST-ART01-SEC06-CL000-AT002","RETAIN","1","1"," They shall in all
Cases, except Treason, Felony and Breach of the Peace, be
privileged from Arrest during their Attendance at the Ses-
sion of their respective Houses, and in going to and return-
ing from the same;","E84ACBE6C8113FE2376A2F7C19F030D34E2AD57D4D603132A43FF09362FEB911","NO","FINAL-ATOMIC","UNASSESSED","NO","NO","NO"
"US-CONST-ATOM-000044","44","US-CONST-ART01-SEC06-CL000","3","1","6","RETAIN","US-CONST-ART01-SEC06-CL000-AT003","RETAIN","1","1"," and for any Speech or Debate in either
House, they shall not be questioned in any other Place.","A34B7AD8A1BA84C3F8B98243157FD65E0F1DBACE1DBC0272AB05603BDFAF2043","NO","FINAL-ATOMIC","UNASSESSED","NO","NO","NO"
"US-CONST-ATOM-000045","45","US-CONST-ART01-SEC06-CL000","4","1","6","RETAIN","US-CONST-ART01-SEC06-CL000-AT004","RETAIN","1","1","
No Senator or Representative shall, during the Time for
which he was elected, be appointed to any civil Office
under the Authority of the United States, which shall have
been created, or the Emoluments whereof shall have been
encreased during such time;","6245A7F585AF99047A417D87DC6654122365116A58343273C1458E374814B299","NO","FINAL-ATOMIC","UNASSESSED","NO","NO","NO"
"US-CONST-ATOM-000046","46","US-CONST-ART01-SEC06-CL000","5","1","6","RETAIN","US-CONST-ART01-SEC06-CL000-AT005","RETAIN","1","1"," and no Person holding any
Office under the United States, shall be a Member of either
House during his Continuance in Office.","B48149423F10BDECFD79624E4302484B01EA0921BA16F037F1636BF1E023802F","NO","FINAL-ATOMIC","UNASSESSED","NO","NO","NO"
"US-CONST-ATOM-000047","47","US-CONST-ART01-SEC07-CL000","1","1","7","RETAIN","US-CONST-ART01-SEC07-CL000-AT001","RETAIN","1","1","All Bills for raising Revenue shall originate in the House of
Representatives;","E0BD760172F27646FB3B2C4AC579A518A7476BF6B82FE4C39F3D1EA43331B345","NO","FINAL-ATOMIC","UNASSESSED","NO","NO","NO"
"US-CONST-ATOM-000048","48","US-CONST-ART01-SEC07-CL000","2","1","7","SPLIT-CHILD","US-CONST-ART01-SEC07-CL000-AT002","FURTHER-SPLIT","1","2"," but the Senate may propose or concur with
Amendments as on other Bills
","FB542A88C00D866FC7350C7F3238FACAFB19994E8E5EF3391372864D08F33B1C","NO","FINAL-ATOMIC","UNASSESSED","NO","NO","NO"
"US-CONST-ATOM-000049","49","US-CONST-ART01-SEC07-CL000","3","1","7","SPLIT-CHILD","US-CONST-ART01-SEC07-CL000-AT002","FURTHER-SPLIT","2","2","Every Bill which shall have passed the House of Represen-
tatives and the Senate, shall, before it become a Law, be
presented to the President of the United States;","2D2D4BABA6ADCFBB6E6A9C55DEFB9FD76F4378FCAD48711916911E2F092F2A3A","NO","FINAL-ATOMIC","UNASSESSED","NO","NO","NO"
"US-CONST-ATOM-000050","50","US-CONST-ART01-SEC07-CL000","4","1","7","SPLIT-CHILD","US-CONST-ART01-SEC07-CL000-AT003","FURTHER-SPLIT","1","4"," If he ap-
prove he shall sign it, ","DF558CEF2EE0318711CD35BC1226515FB27FB82FFC82AA090154D09BF1D858C7","NO","FINAL-ATOMIC","UNASSESSED","NO","NO","NO"
"US-CONST-ATOM-000051","51","US-CONST-ART01-SEC07-CL000","5","1","7","SPLIT-CHILD","US-CONST-ART01-SEC07-CL000-AT003","FURTHER-SPLIT","2","4","but if not he shall return it, with his
Objections to that House in which it shall have originated,
","D859B317FE625F2E45E5A8660BA8FB4B81D261099B8D11E347DC6FE476BFBBF6","NO","FINAL-ATOMIC","UNASSESSED","NO","NO","NO"
"US-CONST-ATOM-000052","52","US-CONST-ART01-SEC07-CL000","6","1","7","SPLIT-CHILD","US-CONST-ART01-SEC07-CL000-AT003","FURTHER-SPLIT","3","4","who shall enter the Objections at large on their Journal,
","9B91F3A6A32738C0C6604C9989B6EF4946DBBDB6A2B82E4B9082CC73DA799A8D","NO","FINAL-ATOMIC","UNASSESSED","NO","NO","NO"
"US-CONST-ATOM-000053","53","US-CONST-ART01-SEC07-CL000","7","1","7","SPLIT-CHILD","US-CONST-ART01-SEC07-CL000-AT003","FURTHER-SPLIT","4","4","and proceed to reconsider it.","ED16429A69FFB9AC75F8BFB24D51A14CCA36E978211FBDE926D748831D5976AA","NO","FINAL-ATOMIC","UNASSESSED","NO","NO","NO"
"US-CONST-ATOM-000054","54","US-CONST-ART01-SEC07-CL000","8","1","7","SPLIT-CHILD","US-CONST-ART01-SEC07-CL000-AT004","FURTHER-SPLIT","1","2"," If after such Reconsideration
two thirds of that House shall agree to pass the Bill, it shall
be sent, together with the Objections, to the other House,
by which it shall likewise be reconsidered, ","EC32FBA5CDB0534C786D3D8D429ADCD5B1BD54541591FAC36CF32962D0195B75","NO","FINAL-ATOMIC","UNASSESSED","NO","NO","NO"
"US-CONST-ATOM-000055","55","US-CONST-ART01-SEC07-CL000","9","1","7","SPLIT-CHILD","US-CONST-ART01-SEC07-CL000-AT004","FURTHER-SPLIT","2","2","and if approved
by two thirds of that House, it shall become a Law.","52D74A468D613EAEE491A47930F253B27D9F99697B6CE706FB81E0CBB50D4D4A","NO","FINAL-ATOMIC","UNASSESSED","NO","NO","NO"
"US-CONST-ATOM-000056","56","US-CONST-ART01-SEC07-CL000","10","1","7","SPLIT-CHILD","US-CONST-ART01-SEC07-CL000-AT005","FURTHER-SPLIT","1","4"," But in
all such Cases the Votes of both Houses shall be determined
by Yeas and Nays, ","188E6DBC0064D4DEC48BC266D9F9BB86DCFDECE8BD55CF94D2C42101917F825A","NO","FINAL-ATOMIC","UNASSESSED","NO","NO","NO"
"US-CONST-ATOM-000057","57","US-CONST-ART01-SEC07-CL000","11","1","7","SPLIT-CHILD","US-CONST-ART01-SEC07-CL000-AT005","FURTHER-SPLIT","2","4","and the Names of the Persons voting for
and against the Bill shall be entered on the Journal of each
House respectively, ","C3FDB0176AAC7F71463145DB085A6B63FBAF2354BAE3917B4849CA9288C6CDF5","NO","FINAL-ATOMIC","UNASSESSED","NO","NO","NO"
"US-CONST-ATOM-000058","58","US-CONST-ART01-SEC07-CL000","12","1","7","SPLIT-CHILD","US-CONST-ART01-SEC07-CL000-AT005","FURTHER-SPLIT","3","4","If any Bill shall not be returned by the
President within ten Days (Sundays excepted) after it shall
have been presented to him, the Same shall be a Law, in
like Manner as if he had signed it, unless the Congress by
their Adjournment prevent its Return, in which Case it shall
not be a Law
","D9BCF0B4F7D5EC57200BDD1AB783332997D69EBC3789414F482ECFFE4BC7102F","NO","FINAL-ATOMIC","UNASSESSED","NO","NO","NO"
"US-CONST-ATOM-000059","59","US-CONST-ART01-SEC07-CL000","13","1","7","SPLIT-CHILD","US-CONST-ART01-SEC07-CL000-AT005","FURTHER-SPLIT","4","4","Every Order, Resolution, or Vote to which the Concur-
rence of the Senate and House of Representatives may be
necessary (except on a question of Adjournment) shall be
presented to the President of the United States;","D220DDEE972245799DBB037EACF043E206DC7C64EE89DEDC7E0F7E1ED0989ECF","NO","FINAL-ATOMIC","UNASSESSED","NO","NO","NO"
"US-CONST-ATOM-000060","60","US-CONST-ART01-SEC07-CL000","14","1","7","RETAIN","US-CONST-ART01-SEC07-CL000-AT006","RETAIN","1","1"," and before
the Same shall take Effect, shall be approved by him, or be-
ing disapproved by him, shall be repassed by two thirds of
the Senate and House of Representatives, according to the
Rules and Limitations prescribed in the Case of a Bill.","3103B3356EB7B86515A53083F6F146DA70F4A294D4504044058CF8DDD5CA14B2","NO","FINAL-ATOMIC","UNASSESSED","NO","NO","NO"
"US-CONST-ATOM-000061","61","US-CONST-ART01-SEC08-CL000","1","1","8","RETAIN","US-CONST-ART01-SEC08-CL000-AT001","RETAIN","1","1","The Congress shall have Power To lay and collect Taxes,
Duties, Imposts and Excises, to pay the Debts and provide
for the common Defence and general Welfare of the United
States;","4004EBD82F2D368F4A1007D28F1912154819366DFB5B258AA0E9C29DCE0257CE","NO","FINAL-ATOMIC","UNASSESSED","NO","NO","NO"
"US-CONST-ATOM-000062","62","US-CONST-ART01-SEC08-CL000","2","1","8","RETAIN","US-CONST-ART01-SEC08-CL000-AT002","RETAIN","1","1"," but all Duties, Imposts and Excises shall be uniform
throughout the United States;","E2D6257AF2739604E77F9B2B0114A36CBCD2CAEB84DB1F1BEECCFA935B16DC22","NO","FINAL-ATOMIC","UNASSESSED","NO","NO","NO"
"US-CONST-ATOM-000063","63","US-CONST-ART01-SEC08-CL000","3","1","8","RETAIN","US-CONST-ART01-SEC08-CL000-AT003","RETAIN","1","1","
To borrow Money on the credit of the United States;","F864BD7AE6112D589F079CB922F3C4515EC79759BEA09E1797B340FAC4FCACF9","NO","FINAL-ATOMIC","UNASSESSED","NO","NO","NO"
"US-CONST-ATOM-000064","64","US-CONST-ART01-SEC08-CL000","4","1","8","RETAIN","US-CONST-ART01-SEC08-CL000-AT004","RETAIN","1","1","
To regulate Commerce with foreign Nations, and among
the several States, and with the Indian Tribes;","572E7AFE5C7F3F7524BA599FF629B0FB8682066CE91A3A943A8124C9625BACDE","NO","FINAL-ATOMIC","UNASSESSED","NO","NO","NO"
"US-CONST-ATOM-000065","65","US-CONST-ART01-SEC08-CL000","5","1","8","SPLIT-CHILD","US-CONST-ART01-SEC08-CL000-AT005","FURTHER-SPLIT","1","2","
To establish an uniform Rule of Naturalization, ","0B2083676669DE60A7DF2EEECF81C7B7A2A382D44EC09BDC37203205E4F06986","NO","FINAL-ATOMIC","UNASSESSED","NO","NO","NO"
"US-CONST-ATOM-000066","66","US-CONST-ART01-SEC08-CL000","6","1","8","SPLIT-CHILD","US-CONST-ART01-SEC08-CL000-AT005","FURTHER-SPLIT","2","2","and uni-
form Laws on the subject of Bankruptcies throughout the
United States;","4DDD8BF73D7F2A5A31F7519EE18107DE2E52BA5A22994E7C78E8DD9536C6AB15","NO","FINAL-ATOMIC","UNASSESSED","NO","NO","NO"
