"segment_id","amendment_number","amendment_roman","source_object_id","source_path","source_line","amendment_segment_ordinal","section_number","segment_class","source_text","extraction_status","interpretation_status"
"US-AM-SEG-000097","21","XXI","CONST.AMENDMENT.21","01-constitutional-source-map/authoritative-source/national-archives/amendments-11-27.html","522","4","1","OPERATIVE_TEXT","The eighteenth article of amendment to the Constitution of the United States is hereby repealed.","EXTRACTED","NONE"
"US-AM-SEG-000098","21","XXI","CONST.AMENDMENT.21","01-constitutional-source-map/authoritative-source/national-archives/amendments-11-27.html","524","5","2","SECTION_LABEL","Section 2.","EXTRACTED","NONE"
"US-AM-SEG-000099","21","XXI","CONST.AMENDMENT.21","01-constitutional-source-map/authoritative-source/national-archives/amendments-11-27.html","526","6","2","OPERATIVE_TEXT","The transportation or importation into any State, Territory, or possession of the United States for delivery or use therein of intoxicating liquors, in violation of the laws thereof, is hereby prohibited.","EXTRACTED","NONE"
"US-AM-SEG-000100","21","XXI","CONST.AMENDMENT.21","01-constitutional-source-map/authoritative-source/national-archives/amendments-11-27.html","528","7","3","SECTION_LABEL","Section 3.","EXTRACTED","NONE"
"US-AM-SEG-000101","21","XXI","CONST.AMENDMENT.21","01-constitutional-source-map/authoritative-source/national-archives/amendments-11-27.html","530","8","3","OPERATIVE_TEXT","This article shall be inoperative unless it shall have been ratified as an amendment to the Constitution by conventions in the several States, as provided in the Constitution, within seven years from the date of the submission hereof to the States by the Congress.","EXTRACTED","NONE"
"US-AM-SEG-000102","22","XXII","CONST.AMENDMENT.22","01-constitutional-source-map/authoritative-source/national-archives/amendments-11-27.html","532","1","","HEADING","AMENDMENT XXII","EXTRACTED","NONE"
"US-AM-SEG-000103","22","XXII","CONST.AMENDMENT.22","01-constitutional-source-map/authoritative-source/national-archives/amendments-11-27.html","534","2","","RATIFICATION_METADATA","Passed by Congress March 21, 1947. Ratified February 27, 1951.","EXTRACTED","NONE"
"US-AM-SEG-000104","22","XXII","CONST.AMENDMENT.22","01-constitutional-source-map/authoritative-source/national-archives/amendments-11-27.html","536","3","1","SECTION_LABEL","Section 1.","EXTRACTED","NONE"
"US-AM-SEG-000105","22","XXII","CONST.AMENDMENT.22","01-constitutional-source-map/authoritative-source/national-archives/amendments-11-27.html","538","4","1","OPERATIVE_TEXT","No person shall be elected to the office of the President more than twice, and no person who has held the office of President, or acted as President, for more than two years of a term to which some other person was elected President shall be elected to the office of the President more than once. But this Article shall not apply to any person holding the office of President when this Article was proposed by the Congress, and shall not prevent any person who may be holding the office of President, or acting as President, during the term within which this Article becomes operative from holding the office of President or acting as President during the remainder of such term.","EXTRACTED","NONE"
"US-AM-SEG-000106","22","XXII","CONST.AMENDMENT.22","01-constitutional-source-map/authoritative-source/national-archives/amendments-11-27.html","540","5","2","SECTION_LABEL","Section 2.","EXTRACTED","NONE"
"US-AM-SEG-000107","22","XXII","CONST.AMENDMENT.22","01-constitutional-source-map/authoritative-source/national-archives/amendments-11-27.html","542","6","2","OPERATIVE_TEXT","This article shall be inoperative unless it shall have been ratified as an amendment to the Constitution by the legislatures of three-fourths of the several States within seven years from the date of its submission to the States by the Congress.","EXTRACTED","NONE"
"US-AM-SEG-000108","23","XXIII","CONST.AMENDMENT.23","01-constitutional-source-map/authoritative-source/national-archives/amendments-11-27.html","544","1","","HEADING","AMENDMENT XXIII","EXTRACTED","NONE"
"US-AM-SEG-000109","23","XXIII","CONST.AMENDMENT.23","01-constitutional-source-map/authoritative-source/national-archives/amendments-11-27.html","546","2","","RATIFICATION_METADATA","Passed by Congress June 16, 1960. Ratified March 29, 1961.","EXTRACTED","NONE"
"US-AM-SEG-000110","23","XXIII","CONST.AMENDMENT.23","01-constitutional-source-map/authoritative-source/national-archives/amendments-11-27.html","548","3","1","SECTION_LABEL","Section 1.","EXTRACTED","NONE"
"US-AM-SEG-000111","23","XXIII","CONST.AMENDMENT.23","01-constitutional-source-map/authoritative-source/national-archives/amendments-11-27.html","550","4","1","OPERATIVE_TEXT","The District constituting the seat of Government of the United States shall appoint in such manner as the Congress may direct:","EXTRACTED","NONE"
"US-AM-SEG-000112","23","XXIII","CONST.AMENDMENT.23","01-constitutional-source-map/authoritative-source/national-archives/amendments-11-27.html","552","5","1","OPERATIVE_TEXT","A number of electors of President and Vice President equal to the whole number of Senators and Representatives in Congress to which the District would be entitled if it were a State, but in no event more than the least populous State; they shall be in addition to those appointed by the States, but they shall be considered, for the purposes of the election of President and Vice President, to be electors appointed by a State; and they shall meet in the District and perform such duties as provided by the twelfth article of amendment.","EXTRACTED","NONE"
"US-AM-SEG-000113","23","XXIII","CONST.AMENDMENT.23","01-constitutional-source-map/authoritative-source/national-archives/amendments-11-27.html","554","6","2","SECTION_LABEL","Section 2.","EXTRACTED","NONE"
"US-AM-SEG-000114","23","XXIII","CONST.AMENDMENT.23","01-constitutional-source-map/authoritative-source/national-archives/amendments-11-27.html","556","7","2","OPERATIVE_TEXT","The Congress shall have power to enforce this article by appropriate legislation.","EXTRACTED","NONE"
"US-AM-SEG-000115","24","XXIV","CONST.AMENDMENT.24","01-constitutional-source-map/authoritative-source/national-archives/amendments-11-27.html","558","1","","HEADING","AMENDMENT XXIV","EXTRACTED","NONE"
"US-AM-SEG-000116","24","XXIV","CONST.AMENDMENT.24","01-constitutional-source-map/authoritative-source/national-archives/amendments-11-27.html","560","2","","RATIFICATION_METADATA","Passed by Congress August 27, 1962. Ratified January 23, 1964.","EXTRACTED","NONE"
"US-AM-SEG-000117","24","XXIV","CONST.AMENDMENT.24","01-constitutional-source-map/authoritative-source/national-archives/amendments-11-27.html","562","3","1","SECTION_LABEL","Section 1.","EXTRACTED","NONE"
"US-AM-SEG-000118","24","XXIV","CONST.AMENDMENT.24","01-constitutional-source-map/authoritative-source/national-archives/amendments-11-27.html","564","4","1","OPERATIVE_TEXT","The right of citizens of the United States to vote in any primary or other election for President or Vice President, for electors for President or Vice President, or for Senator or Representative in Congress, shall not be denied or abridged by the United States or any State by reason of failure to pay any poll tax or other tax.","EXTRACTED","NONE"
"US-AM-SEG-000119","24","XXIV","CONST.AMENDMENT.24","01-constitutional-source-map/authoritative-source/national-archives/amendments-11-27.html","566","5","2","SECTION_LABEL","Section 2.","EXTRACTED","NONE"
"US-AM-SEG-000120","24","XXIV","CONST.AMENDMENT.24","01-constitutional-source-map/authoritative-source/national-archives/amendments-11-27.html","568","6","2","OPERATIVE_TEXT","The Congress shall have power to enforce this article by appropriate legislation.","EXTRACTED","NONE"
"US-AM-SEG-000121","25","XXV","CONST.AMENDMENT.25","01-constitutional-source-map/authoritative-source/national-archives/amendments-11-27.html","570","1","","HEADING","AMENDMENT XXV","EXTRACTED","NONE"
"US-AM-SEG-000122","25","XXV","CONST.AMENDMENT.25","01-constitutional-source-map/authoritative-source/national-archives/amendments-11-27.html","572","2","","RATIFICATION_METADATA","Passed by Congress July 6, 1965. Ratified February 10, 1967.","EXTRACTED","NONE"
"US-AM-SEG-000123","25","XXV","CONST.AMENDMENT.25","01-constitutional-source-map/authoritative-source/national-archives/amendments-11-27.html","574","3","","EDITORIAL_NOTE","Note: Article II, section 1, of the Constitution was affected by the 25th amendment.","EXTRACTED","NONE"
"US-AM-SEG-000124","25","XXV","CONST.AMENDMENT.25","01-constitutional-source-map/authoritative-source/national-archives/amendments-11-27.html","576","4","1","SECTION_LABEL","Section 1.","EXTRACTED","NONE"
"US-AM-SEG-000125","25","XXV","CONST.AMENDMENT.25","01-constitutional-source-map/authoritative-source/national-archives/amendments-11-27.html","578","5","1","OPERATIVE_TEXT","In case of the removal of the President from office or of his death or resignation, the Vice President shall become President.","EXTRACTED","NONE"
"US-AM-SEG-000126","25","XXV","CONST.AMENDMENT.25","01-constitutional-source-map/authoritative-source/national-archives/amendments-11-27.html","580","6","2","SECTION_LABEL","Section 2.","EXTRACTED","NONE"
"US-AM-SEG-000127","25","XXV","CONST.AMENDMENT.25","01-constitutional-source-map/authoritative-source/national-archives/amendments-11-27.html","582","7","2","OPERATIVE_TEXT","Whenever there is a vacancy in the office of the Vice President, the President shall nominate a Vice President who shall take office upon confirmation by a majority vote of both Houses of Congress.","EXTRACTED","NONE"
"US-AM-SEG-000128","25","XXV","CONST.AMENDMENT.25","01-constitutional-source-map/authoritative-source/national-archives/amendments-11-27.html","584","8","3","SECTION_LABEL","Section 3.","EXTRACTED","NONE"
"US-AM-SEG-000129","25","XXV","CONST.AMENDMENT.25","01-constitutional-source-map/authoritative-source/national-archives/amendments-11-27.html","586","9","3","OPERATIVE_TEXT","Whenever the President transmits to the President pro tempore of the Senate and the Speaker of the House of Representatives his written declaration that he is unable to discharge the powers and duties of his office, and until he transmits to them a written declaration to the contrary, such powers and duties shall be discharged by the Vice President as Acting President.","EXTRACTED","NONE"
"US-AM-SEG-000130","25","XXV","CONST.AMENDMENT.25","01-constitutional-source-map/authoritative-source/national-archives/amendments-11-27.html","588","10","4","SECTION_LABEL","Section 4.","EXTRACTED","NONE"
"US-AM-SEG-000131","25","XXV","CONST.AMENDMENT.25","01-constitutional-source-map/authoritative-source/national-archives/amendments-11-27.html","590","11","4","OPERATIVE_TEXT","Whenever the Vice President and a majority of either the principal officers of the executive departments or of such other body as Congress may by law provide, transmit to the President pro tempore of the Senate and the Speaker of the House of Representatives their written declaration that the President is unable to discharge the powers and duties of his office, the Vice President shall immediately assume the powers and duties of the office as Acting President.","EXTRACTED","NONE"
"US-AM-SEG-000132","25","XXV","CONST.AMENDMENT.25","01-constitutional-source-map/authoritative-source/national-archives/amendments-11-27.html","592","12","4","OPERATIVE_TEXT","Thereafter, when the President transmits to the President pro tempore of the Senate and the Speaker of the House of Representatives his written declaration that no inability exists, he shall resume the powers and duties of his office unless the Vice President and a majority of either the principal officers of the executive department or of such other body as Congress may by law provide, transmit within four days to the President pro tempore of the Senate and the Speaker of the House of Representatives their written declaration that the President is unable to discharge the powers and duties of his office. Thereupon Congress shall decide the issue, assembling within forty-eight hours for that purpose if not in session. If the Congress, within twenty-one days after receipt of the latter written declaration, or, if Congress is not in session, within twenty-one days after Congress is required to assemble, determines by two-thirds vote of both Houses that the President is unable to discharge the powers and duties of his office, the Vice President shall continue to discharge the same as Acting President; otherwise, the President shall resume the powers and duties of his office.","EXTRACTED","NONE"
"US-AM-SEG-000133","26","XXVI","CONST.AMENDMENT.26","01-constitutional-source-map/authoritative-source/national-archives/amendments-11-27.html","594","1","","HEADING","AMENDMENT XXVI","EXTRACTED","NONE"
"US-AM-SEG-000134","26","XXVI","CONST.AMENDMENT.26","01-constitutional-source-map/authoritative-source/national-archives/amendments-11-27.html","596","2","","RATIFICATION_METADATA","Passed by Congress March 23, 1971. Ratified July 1, 1971.","EXTRACTED","NONE"
"US-AM-SEG-000135","26","XXVI","CONST.AMENDMENT.26","01-constitutional-source-map/authoritative-source/national-archives/amendments-11-27.html","598","3","","EDITORIAL_NOTE","Note: Amendment 14, section 2, of the Constitution was modified by section 1 of the 26th amendment.","EXTRACTED","NONE"
"US-AM-SEG-000136","26","XXVI","CONST.AMENDMENT.26","01-constitutional-source-map/authoritative-source/national-archives/amendments-11-27.html","600","4","1","SECTION_LABEL","Section 1.","EXTRACTED","NONE"
"US-AM-SEG-000137","26","XXVI","CONST.AMENDMENT.26","01-constitutional-source-map/authoritative-source/national-archives/amendments-11-27.html","602","5","1","OPERATIVE_TEXT","The right of citizens of the United States, who are eighteen years of age or older, to vote shall not be denied or abridged by the United States or by any State on account of age.","EXTRACTED","NONE"
"US-AM-SEG-000138","26","XXVI","CONST.AMENDMENT.26","01-constitutional-source-map/authoritative-source/national-archives/amendments-11-27.html","604","6","2","SECTION_LABEL","Section 2.","EXTRACTED","NONE"
"US-AM-SEG-000139","26","XXVI","CONST.AMENDMENT.26","01-constitutional-source-map/authoritative-source/national-archives/amendments-11-27.html","606","7","2","OPERATIVE_TEXT","The Congress shall have power to enforce this article by appropriate legislation.","EXTRACTED","NONE"
"US-AM-SEG-000140","27","XXVII","CONST.AMENDMENT.27","01-constitutional-source-map/authoritative-source/national-archives/amendments-11-27.html","608","1","","HEADING","AMENDMENT XXVII","EXTRACTED","NONE"
"US-AM-SEG-000141","27","XXVII","CONST.AMENDMENT.27","01-constitutional-source-map/authoritative-source/national-archives/amendments-11-27.html","610","2","","RATIFICATION_METADATA","Originally proposed Sept. 25, 1789. Ratified May 7, 1992.","EXTRACTED","NONE"
"US-AM-SEG-000142","27","XXVII","CONST.AMENDMENT.27","01-constitutional-source-map/authoritative-source/national-archives/amendments-11-27.html","612","3","","OPERATIVE_TEXT","No law, varying the compensation for the services of the Senators and Representatives, shall take effect, until an election of Representatives shall have intervened.","EXTRACTED","NONE"
